기준_년분기_코드,행정동_코드_x,행정동_코드_명,상권_변화_지표,상권_변화_지표_명,운영_영업_개월_평균,폐업_영업_개월_평균,서울_운영_영업_개월_평균,서울_폐업_영업_개월_평균,총_유동인구_수,남성_유동인구_수,여성_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,월요일_유동인구_수,화요일_유동인구_수,수요일_유동인구_수,목요일_유동인구_수,금요일_유동인구_수,토요일_유동인구_수,일요일_유동인구_수,월_평균_소득_금액,소득_구간_코드,지출_총금액,식료품_지출_총금액,의류_신발_지출_총금액,생활용품_지출_총금액,의료비_지출_총금액,교통_지출_총금액,교육_지출_총금액,유흥_지출_총금액,여가_문화_지출_총금액,기타_지출_총금액,음식_지출_총금액
20243,11680670,개포2동,LH,상권확장,91,52,107,52,2156296,969413,1186883,531369,208014,274922,391749,295192,455048,545381,467496,266251,257428,346392,273348,306543,306799,312267,311591,313647,305071,300377,5195802,9,874147000,267455000,8843000,3073000,148632000,5659000,96767000,43136000,65110000,47937000,187535000
20244,11680670,개포2동,LH,상권확장,92,52,109,52,2194161,972295,1221866,553617,201800,278910,402845,295057,461934,544625,477695,275015,265327,355541,275958,317691,317082,317590,316171,320114,300731,304781,5195802,9,2396015000,732664000,28077000,1813000,463269000,13499000,216755000,65222000,157298000,134616000,582802000
20241,11680690,개포4동,HL,상권축소,109,50,103,52,3551845,1673239,1878606,607173,435377,582450,634699,606729,685416,981775,765503,427155,414039,529595,433778,516773,522810,519735,517963,507487,478542,488535,3550527,7,1170859000,286209000,10170000,78442000,228011000,52554000,52958000,17604000,75817000,80258000,288836000
20242,11680690,개포4동,HL,상권축소,112,50,105,52,3425996,1595571,1830425,603097,412782,569949,616918,573362,649889,953905,738281,403666,395404,514683,420058,502296,499637,495670,496148,489287,466159,476799,3550527,7,3914336000,919591000,51449000,259119000,706960000,204737000,204075000,44486000,273259000,321926000,928734000
20243,11680690,개포4동,HL,상권축소,114,50,107,52,3419859,1612302,1807557,602187,420800,556457,601089,584497,654831,937438,733625,411749,399571,515522,421954,501690,490685,499175,497349,493951,463792,473218,3550527,7,1344226000,341994000,18334000,79044000,255065000,46441000,66532000,14505000,99959000,100352000,322000000
20244,11680690,개포4동,HL,상권축소,117,50,109,52,3374242,1590987,1783258,579236,391008,554933,601403,583105,664558,950880,729809,396450,383222,497864,416020,494406,486099,486749,490418,486177,461070,469324,3550527,7,3612909000,870200000,55998000,201337000,690809000,149725000,161315000,39585000,290859000,335395000,817686000
20241,11680700,세곡동,LL,다이나믹,77,45,103,52,3535118,1599336,1935781,982736,336298,493700,591979,419798,710605,987724,743011,390276,385194,552705,476207,508142,506720,505303,502987,496331,500497,515137,3885403,8,1916798000,503261000,17054000,15699000,281101000,262236000,234226000,11524000,116559000,101617000,373521000
20242,11680700,세곡동,LL,다이나믹,79,46,105,52,3494066,1577066,1917001,951231,330506,501530,591919,415434,703447,980043,732831,382118,380919,546985,471168,499503,494239,497006,496870,491298,500438,514711,3885403,8,6320703000,1684495000,74320000,59030000,683596000,889601000,705453000,37135000,434533000,494788000,1257752000
20243,11680700,세곡동,LL,다이나믹,80,46,107,52,3531192,1600640,1930553,927486,346259,510162,599174,420202,727909,985412,742790,390778,386282,552611,473320,502339,500708,503977,502940,498669,504876,517684,3885403,8,2227007000,598745000,23113000,24093000,275058000,317879000,264840000,11531000,140851000,132610000,438287000
20244,11680700,세곡동,LL,다이나믹,82,46,109,52,3535553,1598257,1937296,933791,340958,507148,605366,421580,726709,986849,745857,387566,384835,555755,474693,501846,502438,503795,498968,499537,506963,522005,3885403,8,6054844000,1614601000,64376000,60037000,730389000,847767000,716959000,26804000,473948000,386745000,1133218000
20241,11680720,일원본동,HH,정체,106,58,103,52,2478586,1178793,1299792,661904,203242,263659,434325,350288,565167,761661,554367,260341,235388,332550,334278,360091,359360,360422,355653,353697,337842,351519,5444886,9,1331331000,241251000,5133000,3210000,753667000,1001000,71984000,244000,58593000,31727000,164521000
20242,11680720,일원본동,HH,정체,108,59,105,52,2436861,1164569,1272292,686888,190725,258964,428902,332617,538767,753058,542805,254166,231077,323565,332191,353442,351682,353166,349363,349108,332935,347164,5444886,9,4399721000,825167000,22287000,8013000,2519719000,3300000,192459000,414000,176871000,141499000,509992000
20243,11680720,일원본동,HH,정체,110,59,107,52,2453464,1167860,1285604,672021,199494,258641,435438,339430,548440,757865,547778,255186,232193,325642,334801,353131,353813,357909,353631,351329,336284,347369,5444886,9,1709090000,294714000,4760000,8752000,1019331000,1455000,68931000,0,75034000,46372000,189741000
20244,11680720,일원본동,HH,정체,114,59,109,52,2438645,1169430,1269215,663984,189190,257733,440816,340798,546124,748114,544023,254575,229814,326470,335649,352789,352448,353540,349662,348761,334457,346989,5444886,9,4615724000,794160000,14635000,2500000,2835356000,3435000,186376000,0,157784000,117838000,503640000
20241,11680730,일원1동,HH,정체,114,52,103,52,2583370,1221980,1361391,361030,357872,426445,435674,380773,621576,685449,548406,305138,293684,412993,337700,371899,373634,376898,371186,369335,357539,362881,3022931,7,819443000,165178000,7733000,4813000,206614000,55298000,19012000,33374000,35601000,22565000,269255000
20242,11680730,일원1동,HH,정체,116,53,105,52,2581517,1232324,1349193,350513,345076,431509,447039,386440,620941,686334,546003,300929,293291,414291,340668,373562,371005,371881,367314,370147,362529,365079,3022931,7,2608554000,531099000,29516000,12019000,598474000,205539000,58071000,100520000,126965000,68363000,877988000
20243,11680730,일원1동,HH,정체,117,53,107,52,2581837,1236937,1344899,341255,349772,428247,455569,385136,621858,683212,548357,301427,292739,415476,340626,370719,369355,371333,370647,371282,361785,366716,3022931,7,911907000,185667000,15558000,5292000,185962000,86704000,24497000,37449000,42863000,25371000,302544000
20244,11680730,일원1동,HH,정체,118,54,109,52,2573034,1243572,1329464,336362,342003,436721,455778,386087,616085,682977,544807,299458,289850,415993,339950,369238,367481,367840,366345,366356,364717,371058,3022931,7,2654606000,515850000,25420000,23721000,648407000,221997000,99674000,88286000,130993000,54515000,845743000
20241,11680740,일원2동,HH,정체,117,56,103,52,1195646,590186,605460,287843,116468,171725,234234,164322,221055,336625,258276,131750,128175,177268,163553,172056,174736,175101,173095,170416,162940,167304,4553185,8,457834000,171029000,4146000,8779000,70858000,35009000,33790000,2593000,42557000,13130000,75943000
20242,11680740,일원2동,HH,정체,119,56,105,52,1339678,668992,670686,349054,123887,191507,262454,179798,232979,390016,289527,144353,141442,191204,183137,193511,193720,193750,193631,194505,183717,186843,4553185,8,1329858000,527923000,15628000,12082000,228284000,96404000,76680000,6878000,104010000,35797000,226172000
20243,11680740,일원2동,HH,정체,122,56,107,52,1375496,678496,697001,355903,128375,196535,269226,184668,240790,398807,296148,147854,144644,199218,188824,197742,196867,199594,199838,199393,189428,192635,4553185,8,475422000,195091000,3509000,1685000,69516000,25920000,27746000,3026000,50894000,12206000,85829000
20244,11680740,일원2동,HH,정체,125,56,109,52,1380291,682913,697378,368071,123752,197766,270612,184464,235627,400270,297861,147904,144940,200347,188968,199090,199445,199288,198590,197896,189998,195986,4553185,8,1277237000,505104000,11170000,9179000,207689000,76244000,74923000,7008000,116873000,36445000,232602000
20241,11680750,수서동,HH,정체,114,57,103,52,2149184,1035364,1113820,263553,200253,344251,377135,312183,651810,453125,482268,312871,294118,357460,249342,319556,324113,331614,322406,316313,272154,263028,3847379,8,35984162000,279155000,30640000,26481000,623719000,6883734000,23295000,26024000,27524155000,54025000,512934000
20242,11680750,수서동,HH,정체,117,57,105,52,2247920,1084249,1163670,326037,207696,350020,389955,312692,661521,453472,520400,339006,313477,367657,253908,339971,348596,331851,339565,337675,279994,270268,3847379,8,1.13E+11,900990000,91338000,87509000,1919988000,20043243000,68372000,77518000,87592017000,169442000,1596732000
20243,11680750,수서동,HH,정체,118,58,107,52,2175292,1043785,1131507,300368,205575,338428,378621,309038,643262,444875,502296,327293,302890,355555,242382,326637,330343,328108,326842,328157,271866,263339,3847379,8,43545470000,331160000,34081000,20210000,801518000,7740819000,24916000,28972000,33929956000,48698000,585140000
20244,11680750,수서동,HH,정체,121,58,109,52,2244274,1075857,1168418,314203,207130,347594,392513,324090,658744,453998,519126,338656,311474,368082,252936,342844,340044,331908,339920,336714,280963,271883,3847379,8,1.34E+11,924785000,91721000,35161000,2077861000,20142888000,63546000,77604000,1.09E+11,147385000,1646964000
20241,11710510,풍납1동,HH,정체,134,53,103,52,4756332,2204108,2552224,665894,571098,729166,715375,759191,1315609,1363391,1000469,507725,499450,747901,637399,683871,667986,667128,663164,665567,697995,710622,3011150,7,499394000,153743000,3879000,52937000,29221000,6670000,17705000,13858000,23941000,95560000,101880000
20242,11710510,풍납1동,HH,정체,135,53,105,52,4595396,2147994,2447402,634317,556452,713688,689903,734428,1266609,1328514,950056,477927,475065,730261,633574,651507,639744,652091,640552,641884,675411,694206,3011150,7,1712559000,488480000,19759000,318163000,84006000,18735000,49263000,45254000,78433000,283605000,326861000
20243,11710510,풍납1동,HH,정체,138,54,107,52,4675977,2191749,2484228,662031,570357,724409,693318,751937,1273926,1343694,972171,493573,488071,739507,638961,660139,657170,658998,657928,658409,682687,700647,3011150,7,509793000,172893000,2646000,105248000,22136000,2035000,30606000,14839000,27504000,22695000,109191000
20244,11710510,풍납1동,HH,정체,140,54,109,52,4741152,2192794,2548358,648495,569279,740174,711863,774451,1296891,1352144,985496,505131,502954,752238,643188,664339,666618,670519,666078,665638,695321,712637,3011150,7,1558201000,480916000,10368000,198128000,79329000,20395000,59932000,35482000,66180000,268073000,339398000
20241,11710520,풍납2동,HH,정체,126,55,103,52,5397881,2456192,2941688,1008191,619238,776299,914119,822079,1257954,1562775,1183530,596148,568595,788508,698325,782176,783687,778324,776053,764685,745139,767817,3891704,8,1666574000,315659000,7530000,5109000,904059000,61046000,62969000,13430000,116636000,21478000,158658000
20242,11710520,풍납2동,HH,정체,128,55,105,52,4907868,2223729,2684140,928426,558127,724401,835266,738927,1122724,1436053,1059951,532137,514729,717812,647183,704838,705748,707811,703526,700703,683535,701707,3891704,8,5209808000,995054000,26745000,26547000,2829662000,185861000,199752000,46495000,348901000,64235000,486556000
20243,11710520,풍납2동,HH,정체,130,55,107,52,4932132,2245236,2686895,916322,558754,716779,832309,767167,1140800,1419583,1069800,543769,525578,726579,646823,709742,710419,711574,712111,704552,680462,703271,3891704,8,1897450000,366632000,3956000,3197000,1062415000,72483000,72892000,16500000,132480000,19447000,147448000
20244,11710520,풍납2동,HH,정체,133,56,109,52,4933329,2241224,2692104,901911,546171,731289,836773,773422,1143762,1417885,1073718,537617,523291,733234,647586,708725,711286,711097,707744,703547,686845,704084,3891704,8,5206946000,941621000,17520000,9660000,2987015000,181721000,210239000,41234000,369776000,72083000,376077000
20241,11710531,거여1동,HL,상권축소,108,50,103,52,3708460,1763944,1944517,568026,422559,539305,582326,639367,956876,1007391,751535,409058,415729,624652,500097,532263,521474,525476,519047,522737,539412,548052,2789100,6,619182000,152727000,4354000,17321000,103912000,24811000,51382000,37492000,33762000,31889000,161532000
20242,11710531,거여1동,HL,상권축소,110,50,105,52,3340994,1590934,1750062,484586,372037,482855,528298,585047,888172,919218,670403,358788,368499,564045,460040,474791,467682,477249,466423,469806,486600,498447,2789100,6,1915360000,495409000,14328000,39064000,281690000,86957000,140459000,140610000,109385000,90583000,516875000
20243,11710531,거여1동,HL,상권축소,112,51,107,52,3325881,1589553,1736328,478580,386649,465739,516445,588046,890422,910711,668326,364115,371049,557466,454215,471078,469068,469482,467737,468727,485097,494693,2789100,6,704447000,196905000,3773000,15376000,115345000,32047000,47771000,52310000,29381000,38956000,172583000
20244,11710531,거여1동,HL,상권축소,114,51,109,52,3325039,1582575,1742462,470702,372364,475730,513469,589351,903424,915382,674659,361847,367107,553048,452996,469567,468724,471737,466552,470406,485116,492936,2789100,6,1890680000,534506000,15441000,79304000,257465000,74316000,140394000,109412000,84962000,83535000,511345000
20241,11710532,거여2동,LL,다이나믹,94,52,103,52,3782610,1706112,2076499,624212,370374,563064,623827,603985,997147,1132385,790270,399155,382542,566905,511352,542811,540801,534804,538030,533485,542464,550216,3033238,7,1069981000,310879000,14658000,6919000,259913000,8486000,33429000,26765000,83978000,55329000,269625000
20242,11710532,거여2동,LL,다이나믹,97,52,105,52,3608845,1620808,1988038,588066,355072,539625,596531,572213,957340,1102246,745736,368713,358111,540253,493786,516748,506033,515081,512470,509970,519605,528939,3033238,7,3491583000,1003144000,43376000,33500000,893974000,22289000,115838000,86710000,267633000,154807000,870312000
20243,11710532,거여2동,LL,다이나믹,98,52,107,52,3641623,1626455,2015168,584521,355420,537348,599903,595023,969407,1094658,749729,379162,369452,549832,498790,517716,514412,519340,516275,516350,525047,532483,3033238,7,1289544000,358760000,11772000,10834000,372245000,9366000,43137000,27179000,98032000,50084000,308135000
20244,11710532,거여2동,LL,다이나믹,100,52,109,52,3601237,1599107,2002131,583518,334877,538095,595653,577737,971357,1081807,741545,372375,363061,546885,495564,510846,509387,512644,508158,511774,519286,529141,3033238,7,3528775000,972179000,39691000,36081000,1005844000,27029000,120929000,75227000,265612000,157761000,828422000
20241,11710540,마천1동,HL,상권축소,118,46,103,52,3778847,1839188,1939661,638441,375254,500636,559753,683761,1021003,1138517,794543,381142,376617,568495,519532,539540,529013,527414,525901,526004,552137,578840,2435636,5,487178000,217698000,18578000,21032000,91926000,9849000,19103000,12445000,7219000,7958000,81370000
20242,11710540,마천1동,HL,상권축소,121,47,105,52,3413141,1663496,1749645,533755,334032,450097,508377,633304,953577,1074575,693392,324767,329375,508896,482137,480154,468268,483650,472880,468695,504734,534759,2435636,5,1457645000,709746000,35419000,36296000,248878000,38160000,53130000,32774000,30786000,27088000,245368000
20243,11710540,마천1동,HL,상권축소,123,47,107,52,3468039,1676714,1791326,541150,334793,438424,508508,644508,1000655,1064192,711850,343081,344873,521890,482153,484103,484426,485946,484560,479219,511221,538565,2435636,5,544062000,239021000,24854000,17800000,104030000,18785000,18747000,16468000,13841000,9055000,81461000
20244,11710540,마천1동,HL,상권축소,125,48,109,52,3306419,1595516,1710903,509412,316357,423041,491446,604494,961670,998952,686335,327527,329222,502196,462186,457867,460200,464401,460128,458182,489460,516182,2435636,5,1521767000,644967000,39576000,93628000,338458000,29631000,54105000,42222000,34137000,29255000,215788000
20241,11710550,마천2동,HL,상권축소,118,51,103,52,5454351,2603112,2851240,824872,560310,743664,771749,905781,1647975,1556286,1124627,594508,598236,875214,705482,770001,756436,755841,756573,767326,809909,838264,2339431,5,1204774000,505004000,38562000,20726000,260485000,47194000,15663000,26683000,42765000,23295000,224397000
20242,11710550,마천2동,HH,정체,120,52,105,52,4977009,2394488,2582520,741668,499168,683006,711165,826897,1515105,1446011,1006997,521229,529582,806064,667123,701106,687448,705512,688220,686018,736224,772480,2339431,5,4019630000,1633101000,144251000,62413000,951768000,143113000,52221000,102049000,109233000,73193000,748288000
20243,11710550,마천2동,HH,정체,122,52,107,52,4981184,2402279,2578904,760601,507471,640931,694161,831960,1546063,1401908,1000401,539385,547809,818550,673132,698633,696846,699338,692741,693100,736029,764498,2339431,5,1397113000,559824000,44550000,17121000,323689000,66585000,19099000,36644000,37832000,25700000,266069000
20244,11710550,마천2동,HH,정체,124,52,109,52,4871883,2342116,2529768,705716,488931,631181,674788,828297,1542972,1388328,975760,519981,527636,797037,663142,679724,680029,684291,676781,678906,722548,749609,2339431,5,4068368000,1590563000,145323000,71346000,974971000,135756000,53251000,107220000,115434000,70589000,803915000
20241,11710561,방이1동,LL,다이나믹,96,50,103,52,3770323,1749132,2021191,988878,412439,484931,589224,517465,777385,804651,700747,470336,517307,806096,471188,540538,543880,544201,539433,540149,540892,521230,3970520,8,1963123000,179855000,23359000,2640000,246597000,129789000,732529000,24660000,52348000,56012000,515334000
20242,11710561,방이1동,LL,다이나믹,97,50,105,52,3584561,1650247,1934314,931232,381368,472282,571630,493786,734265,771049,647485,423899,479682,795774,466674,503149,508531,499153,510774,514394,532447,516115,3970520,8,5863094000,617494000,83969000,8957000,781254000,333893000,1936826000,90500000,158364000,163431000,1688406000
20243,11710561,방이1동,LL,다이나믹,99,50,107,52,3659647,1680630,1979017,945025,407578,478692,583006,498859,746487,785561,670313,448552,501458,787488,466275,517967,521300,517734,528636,526262,534693,513055,3970520,8,2132125000,223083000,44162000,5520000,282248000,116119000,713304000,41042000,60574000,53673000,592400000
20244,11710561,방이1동,LL,다이나믹,100,50,109,52,3543175,1620337,1922839,887846,385388,467691,572426,491313,738509,774377,651913,421498,475585,765024,454777,503220,505471,494383,506441,510134,519026,504498,3970520,8,5796049000,566751000,90450000,12705000,866636000,292302000,1877368000,114656000,162744000,147915000,1664522000
20241,11710562,방이2동,LL,다이나믹,93,49,103,52,6391480,3080560,3310920,745673,1202111,1464497,1060596,838727,1079876,1605548,1246799,754735,760870,1164435,859092,905535,906071,915471,911062,917540,934424,901375,2928271,6,59339283000,685661000,59493000,-5210000,881524000,183483000,285072000,355023000,54412302000,193298000,2288637000
20242,11710562,방이2동,LL,다이나믹,93,49,105,52,6314479,3036730,3277750,711085,1223736,1475731,1054957,810242,1038730,1594131,1226926,746063,743310,1152250,851799,885198,892064,895398,894376,912434,938272,896736,2928271,6,1.79E+11,2351624000,180818000,37886000,2702145000,550066000,979640000,1215186000,1.63E+11,566434000,7719009000
20243,11710562,방이2동,LL,다이나믹,94,49,107,52,6333118,3043741,3289376,706268,1247064,1475296,1065513,802485,1036489,1591672,1238159,749966,757266,1147483,848570,890314,886750,904774,906183,921538,933676,889883,2928271,6,65628546000,839331000,54013000,13340000,946473000,201045000,358214000,419063000,60066960000,182305000,2547802000
20244,11710562,방이2동,LL,다이나믹,95,50,109,52,6402445,3071068,3331379,682247,1259266,1505167,1087568,815841,1052357,1595544,1241285,760849,769638,1174111,861018,894965,900865,914830,907424,926823,950886,906653,2928271,6,1.73E+11,2444625000,145876000,20372000,2339552000,506136000,891992000,1107955000,1.57E+11,539774000,8166604000
20241,11710566,오륜동,HH,정체,134,65,103,52,658413,315662,342752,142720,76280,74733,107236,96547,160897,147964,143833,82938,83536,115130,85013,92901,92529,92518,91642,92035,97826,98963,6095160,9,894218000,334604000,23150000,2068000,65241000,9098000,35318000,6558000,175374000,36914000,205893000
20242,11710566,오륜동,HH,정체,136,65,105,52,694265,335974,358291,159807,82911,78796,111988,95752,165011,152458,153782,87804,88875,122368,88977,96374,96833,94998,97040,99559,104477,104985,6095160,9,2876215000,1150315000,81224000,8598000,191277000,21950000,72317000,16597000,532205000,106193000,695539000
20243,11710566,오륜동,HH,정체,137,66,107,52,655888,313096,342791,146285,77164,74246,108484,91563,158146,144244,144066,83186,85234,117134,82024,90714,91177,90689,91444,94661,98350,98850,6095160,9,859468000,332516000,22421000,2932000,82244000,7759000,18867000,6780000,180210000,38090000,167649000
20244,11710566,오륜동,HH,정체,138,66,109,52,701628,332112,369516,158984,80497,79286,118286,97155,167418,157804,152004,87715,90354,123635,90116,96893,97254,96404,96895,101798,105611,106771,6095160,9,2376188000,1007044000,71640000,6598000,235287000,25257000,55996000,17178000,296117000,90621000,570450000
20241,11710570,오금동,HL,상권축소,109,51,103,52,9694101,4538638,5155464,1924167,1041866,1282086,1504799,1576439,2364746,2568357,2057013,1165953,1125053,1553434,1224291,1391612,1385678,1379399,1385955,1360727,1381996,1408734,3510674,7,2027659000,506185000,16358000,45863000,260954000,250542000,254074000,23361000,111263000,34147000,524912000
20242,11710570,오금동,HL,상권축소,111,52,105,52,9800523,4586289,5214234,2067397,991189,1298577,1531476,1535452,2376434,2592502,2080844,1192327,1145967,1557951,1230932,1410721,1400472,1390394,1405229,1395850,1384302,1413556,3510674,7,6809587000,1644769000,85789000,175270000,1073509000,848188000,723042000,86123000,403790000,110781000,1658326000
20243,11710570,오금동,HL,상권축소,113,52,107,52,9835551,4581926,5253626,2009292,1026419,1280379,1535712,1538066,2445683,2613029,2077672,1187191,1143784,1572107,1241768,1399093,1393669,1403429,1408413,1402980,1397855,1430112,3510674,7,2551240000,603397000,18938000,65405000,478271000,322558000,277346000,36532000,121854000,40785000,586154000
20244,11710570,오금동,HL,상권축소,114,52,109,52,9846199,4567692,5278506,2053027,989924,1268725,1551252,1546636,2436633,2639237,2091085,1176335,1130266,1560374,1248901,1408423,1401342,1403742,1405347,1395076,1401443,1430824,3510674,7,6906200000,1641819000,48143000,184916000,1273876000,828645000,706024000,78994000,395360000,114852000,1633571000
20241,11710580,송파1동,LL,다이나믹,93,47,103,52,6240459,2826385,3414075,827735,1121865,1334453,1006079,800181,1150147,1563858,1237593,768220,779469,1105052,786267,880965,877442,886976,882092,888083,920792,904109,3129216,7,3350136000,609286000,55711000,20000000,602819000,47930000,125684000,82209000,210849000,203552000,1392096000
20242,11710580,송파1동,LL,다이나믹,95,47,105,52,6238550,2812347,3426205,778889,1130539,1379611,1016443,798853,1134218,1544173,1213867,770984,782655,1130771,796100,869923,872241,887411,881077,896339,928219,903342,3129216,7,10957707000,1968255000,168411000,71203000,1902298000,160043000,333735000,273672000,725013000,607027000,4748050000
20243,11710580,송파1동,LL,다이나믹,96,47,107,52,6087327,2751557,3335770,759445,1093685,1338963,986586,778016,1130632,1525735,1203052,741663,749483,1088791,778602,850625,852097,863077,866796,874201,902632,877900,3129216,7,3524137000,605642000,54689000,51893000,660989000,43185000,135675000,90224000,239019000,193425000,1449396000
20244,11710580,송파1동,LL,다이나믹,98,47,109,52,6082497,2731220,3351277,749787,1089936,1355152,990830,779821,1116969,1523445,1193218,739557,751207,1095896,779172,843417,853470,864811,856681,868859,910584,884674,3129216,7,10371270000,1720984000,179950000,142331000,1839273000,123440000,326186000,257918000,615674000,617797000,4547717000
20241,11710590,송파2동,HL,상권축소,104,47,103,52,3195348,1429619,1765729,664400,365155,489186,512865,459998,703745,860955,695594,381705,363690,494352,399055,461441,458659,461231,457482,453832,450218,452484,4370970,8,899364000,218656000,11507000,68426000,100673000,151562000,84575000,8688000,53873000,25068000,176336000
20242,11710590,송파2동,HL,상권축소,106,48,105,52,3204294,1409305,1794989,727927,350037,488556,512723,444096,680956,843495,704295,394304,373470,491078,397653,464806,464720,458602,461470,463935,445438,445326,4370970,8,2932971000,701162000,34808000,228387000,323557000,588129000,241514000,29166000,147305000,86220000,552723000
20243,11710590,송파2동,HL,상권축소,107,48,107,52,3096612,1379695,1716917,680163,341602,469437,495823,430495,679092,819877,672189,376908,360322,480746,386570,440102,443590,445707,448747,449035,434577,434855,4370970,8,1111887000,264891000,8842000,90967000,108013000,248334000,100773000,9488000,54355000,28397000,197827000
20244,11710590,송파2동,HL,상권축소,109,48,109,52,3149044,1389696,1759348,699670,337778,479554,510973,436793,684276,824560,689793,385719,367314,489550,392107,454893,454424,451928,452377,454005,441372,440046,4370970,8,3048614000,687263000,26239000,231094000,330776000,686151000,289830000,25447000,146676000,85717000,539421000
20241,11710600,석촌동,LL,다이나믹,95,46,103,52,6981836,3252153,3729683,929678,1030224,1556474,1201449,935861,1328149,1895401,1429371,815137,800915,1133090,907921,988902,992035,985114,994033,983361,1009943,1028450,2927911,6,3579411000,866757000,70312000,85011000,592873000,306639000,198859000,102649000,206359000,193098000,956854000
20242,11710600,석촌동,LL,다이나믹,97,46,105,52,6542177,3067826,3474350,856861,977299,1459545,1131693,880940,1235839,1780456,1325094,757944,739824,1071061,867797,922402,922016,935689,928850,932683,944833,955703,2927911,6,11732132000,2901407000,262325000,182335000,1838155000,1049991000,580225000,360655000,638534000,579333000,3339172000
20243,11710600,석촌동,LL,다이나믹,98,46,107,52,6574787,3069110,3505678,860326,975598,1451964,1143055,885777,1258068,1816501,1342120,749546,735167,1064849,866605,924048,921780,936882,936217,935208,954658,965997,2927911,6,4004446000,1006743000,95803000,49315000,630753000,378158000,218633000,113343000,211101000,203448000,1097149000
20244,11710600,석촌동,LL,다이나믹,100,47,109,52,6722225,3108812,3613413,904733,981757,1478315,1175118,904945,1277358,1838694,1369477,781058,766407,1091032,875557,941541,944434,959516,955088,956500,978892,986256,2927911,6,11129964000,2699709000,263613000,184695000,1825347000,934852000,554093000,331970000,595958000,558955000,3180772000
20241,11710610,삼전동,LL,다이나믹,94,47,103,52,6632313,3058810,3573501,1063239,956844,1368388,1133103,870309,1240427,1942463,1378519,704726,691278,1026622,888704,946921,949430,934142,945693,930087,953082,972956,2779980,6,2578924000,556151000,30698000,125642000,416865000,84010000,292115000,41428000,290898000,194398000,546719000
20242,11710610,삼전동,LL,다이나믹,96,47,105,52,6222459,2847334,3375124,992257,903903,1312846,1067492,799124,1146835,1835650,1266691,651763,655110,977118,836126,884898,872484,883594,875580,871347,911046,923510,2779980,6,7650586000,1799386000,113785000,241149000,1134278000,215009000,810440000,117248000,718203000,608890000,1892198000
20243,11710610,삼전동,LL,다이나믹,97,47,107,52,6297396,2882342,3415054,1011340,917492,1310258,1090467,803622,1164217,1839086,1287953,670243,674053,986839,839224,889349,888346,893963,895584,885225,915666,929263,2779980,6,2719116000,649095000,40126000,105479000,378786000,85286000,301903000,42770000,264943000,211542000,639186000
20244,11710610,삼전동,LL,다이나믹,98,48,109,52,6262320,2868352,3393968,986202,910977,1309659,1080089,809431,1165962,1827234,1281750,662401,665553,990046,835337,883181,883238,888386,885631,878619,914053,929213,2779980,6,7485227000,1753667000,99039000,249233000,1296423000,190720000,739196000,117360000,642937000,577051000,1819601000
20241,11710620,가락본동,LL,다이나믹,103,45,103,52,8646884,4255068,4391816,1269404,1110386,1593031,1538801,1392648,1742615,2269352,1814592,1051985,1016712,1381630,1112614,1252364,1268606,1270122,1267814,1245985,1181320,1160673,3521561,7,3125922000,411708000,53737000,22925000,921847000,86656000,58761000,148578000,270533000,115597000,1035580000
20242,11710620,가락본동,LL,다이나믹,105,45,105,52,8042825,3957831,4084994,1192148,1032843,1496989,1444775,1275417,1600652,2124679,1681166,981799,945940,1273644,1035597,1168806,1178593,1169169,1174210,1174548,1099032,1078468,3521561,7,9775484000,1317467000,206019000,97896000,2773673000,295710000,175100000,487821000,850775000,311413000,3259610000
20243,11710620,가락본동,LL,다이나믹,106,45,107,52,8263765,4067625,4196139,1214348,1060491,1541067,1488523,1314105,1645230,2177097,1741193,1016208,979565,1298569,1051134,1195849,1196539,1204619,1210529,1209116,1136562,1110551,3521561,7,3594372000,498352000,54561000,37797000,1048463000,126319000,60827000,192237000,275201000,97900000,1202715000
20244,11710620,가락본동,LL,다이나믹,108,46,109,52,8452301,4143737,4308564,1219776,1047123,1557911,1542617,1369091,1715785,2149018,1776795,1061513,1026368,1365299,1073311,1233169,1234042,1224897,1234020,1243616,1159229,1123327,3521561,7,9467754000,1354272000,189531000,84002000,2560104000,258885000,160677000,473394000,817406000,288358000,3281125000
20241,11710631,가락1동,HH,정체,188,112,103,52,809313,393316,415998,132711,79877,147295,148362,124472,176598,205131,170145,97940,97683,135231,103184,115842,115876,117066,116501,115874,115132,113026,4973588,9,1900923000,949763000,21233000,56655000,262661000,4144000,78717000,3982000,81403000,198490000,243875000
20242,11710631,가락1동,HH,정체,190,112,105,52,757910,367863,390048,130047,69605,138642,142310,114337,162968,191791,158361,90347,91159,128399,97854,108961,108275,109113,107865,108979,108989,105729,4973588,9,5832560000,2914333000,82677000,124898000,750935000,9487000,229824000,14127000,230595000,622063000,853621000
20243,11710631,가락1동,HH,정체,192,113,107,52,759204,368269,390935,130978,69810,139821,142969,113068,162560,190100,158724,91485,91960,128611,98323,108559,107624,108557,108789,109967,109634,106072,4973588,9,1891152000,935501000,19996000,84243000,270063000,1011000,88916000,4271000,88573000,118613000,279965000
